Image,Center_X,Center_Y,Width,Height,saharAngle,x_position,y_position,angle
12790,104,47,141,82,193.15754274001478,-1.5664207988203125,2.4228099999999992,100.0
12791,99,47,141,82,194.56027561935687,-1.5664207988203125,2.4228099999999992,110.0
12792,96,48,140,85,193.67130713219584,-1.5664207988203125,2.4228099999999992,120.0
12793,98,49,145,87,194.03624346792648,-1.5664207988203125,2.4228099999999992,130.0
12794,102,50,147,89,197.98733465206146,-1.5664207988203125,2.4228099999999992,140.0
12795,107,51,146,90,199.98310652189997,-1.5664207988203125,2.4228099999999992,150.0
12796,112,52,139,91,203.96248897457818,-1.5664207988203125,2.4228099999999992,160.0
12797,118,52,128,91,208.30075576600638,-1.5664207988203125,2.4228099999999992,170.0
12798,124,53,113,92,222.56335175318986,-1.5664207988203125,2.4228099999999992,180.0
12799,127,53,104,92,332.19854122006586,-1.5664207988203125,2.4228099999999992,190.0
12800,123,52,105,92,144.78240703180728,-1.5664207988203125,2.4228099999999992,200.0
12801,119,51,103,90,146.82148834060726,-1.5664207988203125,2.4228099999999992,210.0
12802,116,50,100,89,146.30993247402023,-1.5664207988203125,2.4228099999999992,220.0
12803,119,49,108,87,321.3401917459099,-1.5664207988203125,2.4228099999999992,230.0
12804,126,48,122,85,330.16446089973846,-1.5664207988203125,2.4228099999999992,240.0
12805,133,47,131,83,336.7139350817764,-1.5664207988203125,2.4228099999999992,250.0
12806,139,47,139,82,340.3461759419467,-1.5664207988203125,2.4228099999999992,260.0
12807,145,47,141,83,342.1597956922965,-1.5664207988203125,2.4228099999999992,270.0
12808,150,48,140,84,342.5701371823322,-1.5664207988203125,2.4228099999999992,280.0
12809,153,48,137,85,343.8724241740402,-1.5664207988203125,2.4228099999999992,290.0
12810,157,48,130,85,345.11373315098245,-1.5664207988203125,2.4228099999999992,300.0
12811,154,49,131,84,345.96375653207355,-1.5664207988203125,2.4228099999999992,310.0
12812,151,49,134,83,350.5376777919744,-1.5664207988203125,2.4228099999999992,320.0
12813,144,49,133,82,347.76388849058367,-1.5664207988203125,2.4228099999999992,330.0
12814,138,48,130,83,347.31961650818016,-1.5664207988203125,2.4228099999999992,340.0
12815,131,49,125,80,348.69006752597977,-1.5664207988203125,2.4228099999999992,350.0
12816,156,48,111,79,345.7499673021964,-1.4664207988203124,2.4228099999999992,0.0
12817,149,49,99,80,142.54942176826327,-1.4664207988203124,2.4228099999999992,10.0
12818,150,49,100,82,324.24611274556327,-1.4664207988203124,2.4228099999999992,20.0
12819,153,49,104,82,324.7824070318073,-1.4664207988203124,2.4228099999999992,30.0
12820,157,49,106,83,146.05641298024818,-1.4664207988203124,2.4228099999999992,40.0
12821,159,49,105,84,145.53918372862825,-1.4664207988203124,2.4228099999999992,50.0
12822,161,48,105,85,330.94539590092285,-1.4664207988203124,2.4228099999999992,60.0
12823,155,48,118,85,200.9734934213208,-1.4664207988203124,2.4228099999999992,70.0
12824,149,48,128,84,197.1619188028653,-1.4664207988203124,2.4228099999999992,80.0
12825,142,47,135,83,197.48799737614854,-1.4664207988203124,2.4228099999999992,90.0
12826,137,47,138,82,195.44631636769253,-1.4664207988203124,2.4228099999999992,100.0
12827,131,47,139,82,192.60860679336622,-1.4664207988203124,2.4228099999999992,110.0
12828,129,48,139,85,193.10920819815428,-1.4664207988203124,2.4228099999999992,120.0
12829,132,49,143,87,195.64224645720873,-1.4664207988203124,2.4228099999999992,130.0
12830,136,50,144,89,198.20848447058083,-1.4664207988203124,2.4228099999999992,140.0
12831,140,51,143,90,199.55825153699743,-1.4664207988203124,2.4228099999999992,150.0
12832,145,52,135,91,204.26129085247777,-1.4664207988203124,2.4228099999999992,160.0
12833,152,53,124,92,210.82766229986802,-1.4664207988203124,2.4228099999999992,170.0
12834,158,53,109,92,221.26860300083953,-1.4664207988203124,2.4228099999999992,180.0
12835,159,53,103,92,331.31385242626055,-1.4664207988203124,2.4228099999999992,190.0
12836,156,52,102,92,143.6955028774248,-1.4664207988203124,2.4228099999999992,200.0
12837,152,51,101,90,146.30993247402023,-1.4664207988203124,2.4228099999999992,210.0
12838,148,50,97,89,306.30449712257524,-1.4664207988203124,2.4228099999999992,220.0
12839,153,49,107,87,322.4808861795237,-1.4664207988203124,2.4228099999999992,230.0
12840,160,48,121,85,331.1573398645879,-1.4664207988203124,2.4228099999999992,240.0
12841,167,46,130,83,337.0678995624102,-1.4664207988203124,2.4228099999999992,250.0
12842,173,47,135,82,340.1278241807561,-1.4664207988203124,2.4228099999999992,260.0
12843,179,47,138,83,343.790975072192,-1.4664207988203124,2.4228099999999992,270.0
12844,183,48,137,84,342.80145877993414,-1.4664207988203124,2.4228099999999992,280.0
12845,187,48,133,85,343.3007557660064,-1.4664207988203124,2.4228099999999992,290.0
12846,191,49,126,84,345.25643716352926,-1.4664207988203124,2.4228099999999992,300.0
12847,186,49,129,84,345.79323388223963,-1.4664207988203124,2.4228099999999992,310.0
12848,182,49,130,83,346.130313561495,-1.4664207988203124,2.4228099999999992,320.0
12849,177,49,130,82,350.99149625797486,-1.4664207988203124,2.4228099999999992,330.0
12850,170,49,125,82,347.0053832080835,-1.4664207988203124,2.4228099999999992,340.0
12851,163,49,120,81,345.96375653207355,-1.4664207988203124,2.4228099999999992,350.0
12852,188,48,107,79,341.2742121547274,-1.3664207988203123,2.4228099999999992,0.0
12853,181,49,94,80,321.1886159632416,-1.3664207988203123,2.4228099999999992,10.0
12854,183,49,99,82,322.37376636133024,-1.3664207988203123,2.4228099999999992,20.0
12855,187,49,102,82,326.30993247402023,-1.3664207988203123,2.4228099999999992,30.0
12856,190,49,104,83,327.6001598260807,-1.3664207988203123,2.4228099999999992,40.0
12857,193,49,102,84,327.89374404488217,-1.3664207988203123,2.4228099999999992,50.0
12858,193,48,105,85,329.67639313745,-1.3664207988203123,2.4228099999999992,60.0
12859,186,48,117,85,198.99665415548856,-1.3664207988203123,2.4228099999999992,70.0
12860,180,48,127,84,196.92751306414704,-1.3664207988203123,2.4228099999999992,80.0
12861,174,47,133,83,196.0490047925332,-1.3664207988203123,2.4228099999999992,90.0
12862,169,47,136,82,194.93141717813754,-1.3664207988203123,2.4228099999999992,100.0
12863,164,47,135,83,195.12400730831055,-1.3664207988203123,2.4228099999999992,110.0
12864,163,48,137,85,194.9816325723909,-1.3664207988203123,2.4228099999999992,120.0
12865,166,49,140,87,196.55707137563667,-1.3664207988203123,2.4228099999999992,130.0
12866,170,50,142,89,198.43494882292202,-1.3664207988203123,2.4228099999999992,140.0
12867,174,51,139,90,202.06789956241022,-1.3664207988203123,2.4228099999999992,150.0
12868,179,52,131,92,207.2351466993025,-1.3664207988203123,2.4228099999999992,160.0
12869,185,53,119,91,216.38435181583588,-1.3664207988203123,2.4228099999999992,170.0
12870,192,53,104,92,222.4551956201869,-1.3664207988203123,2.4228099999999992,180.0
12871,192,53,100,91,330.85192815428695,-1.3664207988203123,2.4228099999999992,190.0
12872,188,52,99,92,143.13010235415598,-1.3664207988203123,2.4228099999999992,200.0
12873,184,51,97,90,145.24408744645862,-1.3664207988203123,2.4228099999999992,210.0
12874,181,50,94,89,309.0938588862295,-1.3664207988203123,2.4228099999999992,220.0
12875,187,49,107,87,324.7436412870372,-1.3664207988203123,2.4228099999999992,230.0
12876,195,48,120,85,331.79837178130526,-1.3664207988203123,2.4228099999999992,240.0
12877,201,47,129,83,336.1757394171046,-1.3664207988203123,2.4228099999999992,250.0
12878,207,46,133,83,339.9047688080952,-1.3664207988203123,2.4228099999999992,260.0
12879,212,47,135,83,342.80145877993414,-1.3664207988203123,2.4228099999999992,270.0
12880,216,48,133,84,343.23744553816726,-1.3664207988203123,2.4228099999999992,280.0
12881,220,48,128,85,343.10135130596177,-1.3664207988203123,2.4228099999999992,290.0
12882,222,49,123,84,345.06858282186244,-1.3664207988203123,2.4228099999999992,300.0
12883,219,49,127,84,344.93151184050777,-1.3664207988203123,2.4228099999999992,310.0
12884,214,49,128,84,347.31961650818016,-1.3664207988203123,2.4228099999999992,320.0
12885,208,49,127,83,349.38034472384487,-1.3664207988203123,2.4228099999999992,330.0
12886,202,49,122,82,346.50426671920417,-1.3664207988203123,2.4228099999999992,340.0
12887,195,49,116,81,345.3791260113683,-1.3664207988203123,2.4228099999999992,350.0
12888,220,48,102,79,341.2586595548073,-1.2664207988203122,2.4228099999999992,0.0
12889,214,49,91,80,320.5721978039638,-1.2664207988203122,2.4228099999999992,10.0
12890,217,49,97,82,321.7889745744388,-1.2664207988203122,2.4228099999999992,20.0
12891,221,49,100,82,324.4623222080256,-1.2664207988203122,2.4228099999999992,30.0
12892,223,49,101,83,325.7842978675626,-1.2664207988203122,2.4228099999999992,40.0
12893,226,49,99,84,326.5751888173962,-1.2664207988203122,2.4228099999999992,50.0
12894,224,48,105,85,329.19855402386315,-1.2664207988203122,2.4228099999999992,60.0
12895,218,48,117,85,198.71173787509974,-1.2664207988203122,2.4228099999999992,70.0
12896,212,48,126,84,196.1644991522569,-1.2664207988203122,2.4228099999999992,80.0
12897,206,48,131,84,196.26020470831193,-1.2664207988203122,2.4228099999999992,90.0
12898,201,47,134,83,196.0490047925332,-1.2664207988203122,2.4228099999999992,100.0
12899,197,47,132,83,194.78272604261568,-1.2664207988203122,2.4228099999999992,110.0
12900,196,48,135,85,193.46520809481171,-1.2664207988203122,2.4228099999999992,120.0
12901,199,49,139,87,195.84308211768703,-1.2664207988203122,2.4228099999999992,130.0
12902,203,50,139,89,199.3589941756947,-1.2664207988203122,2.4228099999999992,140.0
12903,208,51,135,90,203.29456325389444,-1.2664207988203122,2.4228099999999992,150.0
12904,213,52,127,92,210.6997225508144,-1.2664207988203122,2.4228099999999992,160.0
12905,219,52,115,91,214.38034472384487,-1.2664207988203122,2.4228099999999992,170.0
12906,226,53,100,92,230.1944289077348,-1.2664207988203122,2.4228099999999992,180.0
12907,224,53,97,92,141.95295746817393,-1.2664207988203122,2.4228099999999992,190.0
12908,221,52,96,91,143.901716032892,-1.2664207988203122,2.4228099999999992,200.0
12909,217,51,94,90,143.32565033042684,-1.2664207988203122,2.4228099999999992,210.0
12910,215,50,92,89,311.0995062576181,-1.2664207988203122,2.4228099999999992,220.0
12911,222,49,107,87,324.7436412870372,-1.2664207988203122,2.4228099999999992,230.0
12912,229,48,118,85,330.80251395393555,-1.2664207988203122,2.4228099999999992,240.0
12913,235,47,127,82,337.4329909221254,-1.2664207988203122,2.4228099999999992,250.0
12914,241,47,131,82,340.93080646265184,-1.2664207988203122,2.4228099999999992,260.0
12915,246,48,133,84,342.4075754378184,-1.2664207988203122,2.4228099999999992,270.0
12916,250,48,130,84,342.8475782597882,-1.2664207988203122,2.4228099999999992,280.0
12917,253,48,125,85,342.4744316262771,-1.2664207988203122,2.4228099999999992,290.0
12918,254,49,122,84,344.8759926916894,-1.2664207988203122,2.4228099999999992,300.0
12919,251,49,126,84,349.24903300681194,-1.2664207988203122,2.4228099999999992,310.0
12920,245,49,125,83,346.3099503825345,-1.2664207988203122,2.4228099999999992,320.0
12921,240,49,123,82,347.70473357700183,-1.2664207988203122,2.4228099999999992,330.0
12922,234,49,119,82,349.286876977209,-1.2664207988203122,2.4228099999999992,340.0
12923,227,49,111,80,345.5559642755078,-1.2664207988203122,2.4228099999999992,350.0
12924,252,48,98,79,139.28915332881903,-1.1664207988203121,2.4228099999999992,0.0
12925,248,49,91,80,318.4473868518652,-1.1664207988203121,2.4228099999999992,10.0
12926,251,49,95,82,323.901716032892,-1.1664207988203121,2.4228099999999992,20.0
12927,254,49,97,82,143.901716032892,-1.1664207988203121,2.4228099999999992,30.0
12928,258,49,98,84,143.901716032892,-1.1664207988203121,2.4228099999999992,40.0
12929,260,49,96,84,326.04094018032373,-1.1664207988203121,2.4228099999999992,50.0
12930,257,49,106,84,331.6992442339936,-1.1664207988203121,2.4228099999999992,60.0
12931,250,48,116,84,198.71173787509974,-1.1664207988203121,2.4228099999999992,70.0
12932,244,48,125,84,197.92791976200724,-1.1664207988203121,2.4228099999999992,80.0
12933,238,48,129,84,196.26020470831193,-1.1664207988203121,2.4228099999999992,90.0
12934,233,47,131,82,195.3215100748648,-1.1664207988203121,2.4228099999999992,100.0
12935,230,47,130,82,195.18583726220132,-1.1664207988203121,2.4228099999999992,110.0
12936,231,48,134,85,195.18583726220132,-1.1664207988203121,2.4228099999999992,120.0
12937,233,49,137,87,196.0490047925332,-1.1664207988203121,2.4228099999999992,130.0
12938,237,50,137,89,201.6659587232902,-1.1664207988203121,2.4228099999999992,140.0
12939,242,51,132,90,204.56717132060132,-1.1664207988203121,2.4228099999999992,150.0
12940,247,52,125,91,212.17121712854458,-1.1664207988203121,2.4228099999999992,160.0
12941,253,53,111,92,218.395164503246,-1.1664207988203121,2.4228099999999992,170.0
12942,259,53,95,92,230.31454566994475,-1.1664207988203121,2.4228099999999992,180.0
12943,256,53,95,92,141.34019174590992,-1.1664207988203121,2.4228099999999992,190.0
12944,253,52,94,92,142.73359809902286,-1.1664207988203121,2.4228099999999992,200.0
12945,249,51,91,90,142.73359809902286,-1.1664207988203121,2.4228099999999992,210.0
12946,249,50,93,89,310.50284838533224,-1.1664207988203121,2.4228099999999992,220.0
12947,256,49,107,87,326.30993247402023,-1.1664207988203121,2.4228099999999992,230.0
12948,263,48,117,85,331.1573398645879,-1.1664207988203121,2.4228099999999992,240.0
12949,269,47,125,83,335.6136288981986,-1.1664207988203121,2.4228099999999992,250.0
12950,275,47,129,82,339.44395478041656,-1.1664207988203121,2.4228099999999992,260.0
12951,280,47,130,83,344.14807184571305,-1.1664207988203121,2.4228099999999992,270.0
12952,283,48,128,84,341.565051177078,-1.1664207988203121,2.4228099999999992,280.0
12953,286,48,122,85,342.7341905049854,-1.1664207988203121,2.4228099999999992,290.0
12954,286,49,122,84,345.5999786932089,-1.1664207988203121,2.4228099999999992,300.0
12955,282,49,123,84,346.84245725998517,-1.1664207988203121,2.4228099999999992,310.0
12956,277,49,123,83,347.70473357700183,-1.1664207988203121,2.4228099999999992,320.0
12957,272,49,120,82,347.22875743509854,-1.1664207988203121,2.4228099999999992,330.0
12958,266,49,114,82,345.579226872489,-1.1664207988203121,2.4228099999999992,340.0
12959,259,49,108,80,343.2173558547293,-1.1664207988203121,2.4228099999999992,350.0
12960,284,48,93,79,138.62148470411734,-1.066420798820312,2.4228099999999992,0.0
12961,282,49,90,80,319.9392155421262,-1.066420798820312,2.4228099999999992,10.0
12962,285,49,92,82,321.1886159632416,-1.066420798820312,2.4228099999999992,20.0
12963,288,49,95,82,324.6887865603668,-1.066420798820312,2.4228099999999992,30.0
12964,291,49,95,84,325.4914770123316,-1.066420798820312,2.4228099999999992,40.0
12965,293,48,95,85,327.68038349181984,-1.066420798820312,2.4228099999999992,50.0
12966,288,48,106,85,200.89776549883885,-1.066420798820312,2.4228099999999992,60.0
12967,282,48,116,85,199.24952587268172,-1.066420798820312,2.4228099999999992,70.0
12968,276,48,124,84,196.1644991522569,-1.066420798820312,2.4228099999999992,80.0
12969,270,47,129,83,194.78272604261568,-1.066420798820312,2.4228099999999992,90.0
12970,265,47,129,83,194.78272604261568,-1.066420798820312,2.4228099999999992,100.0
12971,262,47,129,82,193.65041913475702,-1.066420798820312,2.4228099999999992,110.0
12972,264,48,133,85,195.18583726220132,-1.066420798820312,2.4228099999999992,120.0
12973,267,49,135,87,197.71579270637696,-1.066420798820312,2.4228099999999992,130.0
12974,271,50,134,89,202.21759426951832,-1.066420798820312,2.4228099999999992,140.0
12975,275,51,129,90,207.58202920779715,-1.066420798820312,2.4228099999999992,150.0
12976,281,52,120,92,211.92087621993318,-1.066420798820312,2.4228099999999992,160.0
12977,287,53,106,92,219.47245984834382,-1.066420798820312,2.4228099999999992,170.0
12978,293,53,92,91,233.13010235415598,-1.066420798820312,2.4228099999999992,180.0
12979,289,53,91,92,138.5322945838909,-1.066420798820312,2.4228099999999992,190.0
12980,286,52,90,92,142.12501634890182,-1.066420798820312,2.4228099999999992,200.0
12981,282,51,89,90,142.12501634890182,-1.066420798820312,2.4228099999999992,210.0
12982,284,50,94,89,313.11181199325904,-1.066420798820312,2.4228099999999992,220.0
12983,291,49,107,87,325.2039737217317,-1.066420798820312,2.4228099999999992,230.0
12984,298,48,116,85,331.79837178130526,-1.066420798820312,2.4228099999999992,240.0
12985,304,47,124,82,338.7135948863409,-1.066420798820312,2.4228099999999992,250.0
12986,308,47,127,83,339.8423891054552,-1.066420798820312,2.4228099999999992,260.0
12987,313,47,128,83,340.90650799951436,-1.066420798820312,2.4228099999999992,270.0
12988,316,48,126,84,341.79151552941914,-1.066420798820312,2.4228099999999992,280.0
12989,319,48,120,85,344.47588900324575,-1.066420798820312,2.4228099999999992,290.0
12990,317,48,121,85,345.5999786932089,-1.066420798820312,2.4228099999999992,300.0
12991,314,49,122,84,346.6754687381092,-1.066420798820312,2.4228099999999992,310.0
12992,309,49,121,83,346.50426671920417,-1.066420798820312,2.4228099999999992,320.0
12993,303,49,117,83,346.148580986195,-1.066420798820312,2.4228099999999992,330.0
12994,298,49,112,82,347.7352262721076,-1.066420798820312,2.4228099999999992,340.0
12995,291,49,103,80,345.30268072048807,-1.066420798820312,2.4228099999999992,350.0
12996,316,48,88,79,136.46880071438582,-0.9664207988203121,2.4228099999999992,0.0
12997,315,49,87,80,318.5322945838909,-0.9664207988203121,2.4228099999999992,10.0
12998,318,49,91,82,321.3401917459099,-0.9664207988203121,2.4228099999999992,20.0
12999,322,49,92,82,322.73359809902286,-0.9664207988203121,2.4228099999999992,30.0
13000,324,49,93,84,144.34467190209966,-0.9664207988203121,2.4228099999999992,40.0
13001,325,49,96,84,325.75096699318806,-0.9664207988203121,2.4228099999999992,50.0
13002,319,48,107,85,200.55604521958347,-0.9664207988203121,2.4228099999999992,60.0
13003,314,48,116,85,200.05609473657543,-0.9664207988203121,2.4228099999999992,70.0
13004,308,48,124,84,195.3955492539951,-0.9664207988203121,2.4228099999999992,80.0
13005,302,47,127,83,194.22596389875181,-0.9664207988203121,2.4228099999999992,90.0
13006,298,47,127,82,195.94539590092288,-0.9664207988203121,2.4228099999999992,100.0
13007,295,47,127,83,193.24051991518718,-0.9664207988203121,2.4228099999999992,110.0
13008,297,48,131,85,195.18583726220132,-0.9664207988203121,2.4228099999999992,120.0
13009,301,49,134,87,196.7712238186304,-0.9664207988203121,2.4228099999999992,130.0
13010,305,50,131,89,204.56717132060132,-0.9664207988203121,2.4228099999999992,140.0
13011,309,51,125,90,208.97970769792877,-0.9664207988203121,2.4228099999999992,150.0
13012,315,52,116,92,215.25635871296282,-0.9664207988203121,2.4228099999999992,160.0
13013,320,53,103,92,221.26860300083953,-0.9664207988203121,2.4228099999999992,170.0
13014,325,53,90,92,236.04094018032373,-0.9664207988203121,2.4228099999999992,180.0
13015,322,53,90,90,138.62148470411734,-0.9664207988203121,2.4228099999999992,190.0
13016,319,52,88,92,140.71059313749967,-0.9664207988203121,2.4228099999999992,200.0
13017,315,51,84,90,302.31961650818016,-0.9664207988203121,2.4228099999999992,210.0
13018,319,50,94,89,316.8476102659946,-0.9664207988203121,2.4228099999999992,220.0
13019,326,49,106,87,326.74563342528796,-0.9664207988203121,2.4228099999999992,230.0
13020,332,48,116,85,330.80251395393555,-0.9664207988203121,2.4228099999999992,240.0
13021,338,47,122,83,336.25050550713325,-0.9664207988203121,2.4228099999999992,250.0
13022,342,47,125,82,338.07041224982464,-0.9664207988203121,2.4228099999999992,260.0
13023,347,47,126,83,340.01689347810003,-0.9664207988203121,2.4228099999999992,270.0
13024,349,48,123,84,342.030860259843,-0.9664207988203121,2.4228099999999992,280.0
13025,352,48,118,85,342.31560797344224,-0.9664207988203121,2.4228099999999992,290.0
13026,350,49,120,84,347.7995312726192,-0.9664207988203121,2.4228099999999992,300.0
13027,345,49,121,84,347.22875743509854,-0.9664207988203121,2.4228099999999992,310.0
13028,341,49,118,83,346.3286928678042,-0.9664207988203121,2.4228099999999992,320.0
13029,335,49,114,82,345.01836742760906,-0.9664207988203121,2.4228099999999992,330.0
13030,329,49,107,82,344.7448812969422,-0.9664207988203121,2.4228099999999992,340.0
13031,322,49,99,80,342.4744316262771,-0.9664207988203121,2.4228099999999992,350.0
13032,348,48,84,79,317.23117460803127,-0.8664207988203121,2.4228099999999992,0.0
13033,349,49,87,80,317.8624052261117,-0.8664207988203121,2.4228099999999992,10.0
13034,353,49,90,82,319.289153328819,-0.8664207988203121,2.4228099999999992,20.0
13035,356,49,92,82,320.71059313749964,-0.8664207988203121,2.4228099999999992,30.0
13036,358,49,91,84,322.9269266826896,-0.8664207988203121,2.4228099999999992,40.0
13037,357,49,96,84,325.1755108430432,-0.8664207988203121,2.4228099999999992,50.0
13038,351,48,108,85,199.90374953730782,-0.8664207988203121,2.4228099999999992,60.0
13039,345,48,116,85,196.53483785734514,-0.8664207988203121,2.4228099999999992,70.0
13040,339,48,121,84,197.1619188028653,-0.8664207988203121,2.4228099999999992,80.0
13041,334,48,125,84,197.68439202655773,-0.8664207988203121,2.4228099999999992,90.0
13042,330,47,125,82,194.62087398863167,-0.8664207988203121,2.4228099999999992,100.0
13043,329,47,126,82,193.43102887068164,-0.8664207988203121,2.4228099999999992,110.0
13044,331,48,131,85,194.42077312751098,-0.8664207988203121,2.4228099999999992,120.0
13045,334,49,131,87,200.82089285331082,-0.8664207988203121,2.4228099999999992,130.0
13046,338,50,129,89,203.19859051364818,-0.8664207988203121,2.4228099999999992,140.0
13047,343,51,123,90,209.35775354279127,-0.8664207988203121,2.4228099999999992,150.0
13048,349,52,112,92,217.3666694127687,-0.8664207988203121,2.4228099999999992,160.0
13049,354,53,99,92,222.4551956201869,-0.8664207988203121,2.4228099999999992,170.0
13050,357,53,87,92,238.523160650416,-0.8664207988203121,2.4228099999999992,180.0
13051,354,53,87,92,140.85601358542894,-0.8664207988203121,2.4228099999999992,190.0
13052,351,52,85,92,140.19442890773482,-0.8664207988203121,2.4228099999999992,200.0
13053,347,51,82,90,302.61924307119284,-0.8664207988203121,2.4228099999999992,210.0
13054,353,50,94,89,320.5275401516562,-0.8664207988203121,2.4228099999999992,220.0
13055,360,49,107,87,325.6539025999385,-0.8664207988203121,2.4228099999999992,230.0
13056,366,48,115,85,332.44718842328217,-0.8664207988203121,2.4228099999999992,240.0
13057,372,47,120,83,338.1985905136482,-0.8664207988203121,2.4228099999999992,250.0
13058,376,47,124,82,339.114198539307,-0.8664207988203121,2.4228099999999992,260.0
13059,379,48,125,84,344.7448812969422,-0.8664207988203121,2.4228099999999992,270.0
13060,382,48,122,84,340.6021875514418,-0.8664207988203121,2.4228099999999992,280.0
13061,384,48,117,85,343.8355008477431,-0.8664207988203121,2.4228099999999992,290.0
13062,381,48,118,85,344.47588900324575,-0.8664207988203121,2.4228099999999992,300.0
13063,376,49,119,84,344.6784899251352,-0.8664207988203121,2.4228099999999992,310.0
13064,372,49,117,84,347.6375075842857,-0.8664207988203121,2.4228099999999992,320.0
13065,367,49,111,82,347.1249984403875,-0.8664207988203121,2.4228099999999992,330.0
13066,361,49,104,82,344.05460409907715,-0.8664207988203121,2.4228099999999992,340.0
13067,354,49,95,80,341.565051177078,-0.8664207988203121,2.4228099999999992,350.0
13068,380,48,79,79,315.0,-0.7664207988203121,2.4228099999999992,0.0
13069,383,49,85,80,315.7252242990593,-0.7664207988203121,2.4228099999999992,10.0
13070,386,49,88,82,320.0636168530301,-0.7664207988203121,2.4228099999999992,20.0
13071,389,49,89,82,322.30575953331083,-0.7664207988203121,2.4228099999999992,30.0
13072,392,49,88,84,321.49934627965456,-0.7664207988203121,2.4228099999999992,40.0
13073,388,49,97,84,323.74616226255523,-0.7664207988203121,2.4228099999999992,50.0
13074,383,48,108,85,199.90374953730782,-0.7664207988203121,2.4228099999999992,60.0
13075,376,48,117,85,197.9044475062482,-0.7664207988203121,2.4228099999999992,70.0
13076,371,48,121,84,196.38954033403476,-0.7664207988203121,2.4228099999999992,80.0
13077,367,47,124,83,195.18583726220132,-0.7664207988203121,2.4228099999999992,90.0
13078,362,47,123,82,194.82647997035568,-0.7664207988203121,2.4228099999999992,100.0
13079,362,47,124,82,195.25511870305775,-0.7664207988203121,2.4228099999999992,110.0
13080,365,48,128,85,197.4471884232822,-0.7664207988203121,2.4228099999999992,120.0
13081,368,49,129,87,202.08717160322834,-0.7664207988203121,2.4228099999999992,130.0
13082,372,50,126,89,206.22196677755446,-0.7664207988203121,2.4228099999999992,140.0
13083,377,51,119,90,211.50426671920417,-0.7664207988203121,2.4228099999999992,150.0
13084,383,52,108,92,216.70285503016314,-0.7664207988203121,2.4228099999999992,160.0
13085,388,53,94,92,229.60009566626326,-0.7664207988203121,2.4228099999999992,170.0
13086,390,53,85,92,240.75117366345302,-0.7664207988203121,2.4228099999999992,180.0
13087,387,53,85,92,137.23117460803127,-0.7664207988203121,2.4228099999999992,190.0
13088,383,52,83,92,286.0908163488522,-0.7664207988203121,2.4228099999999992,200.0
13089,381,51,81,90,306.098283967108,-0.7664207988203121,2.4228099999999992,210.0
13090,388,50,94,89,321.0724564072077,-0.7664207988203121,2.4228099999999992,220.0
13091,394,49,106,87,328.49573328079583,-0.7664207988203121,2.4228099999999992,230.0
13092,401,48,114,85,332.10272896905235,-0.7664207988203121,2.4228099999999992,240.0
13093,405,47,121,83,337.2702679200553,-0.7664207988203121,2.4228099999999992,250.0
13094,409,47,123,82,338.86017519134236,-0.7664207988203121,2.4228099999999992,260.0
13095,412,47,123,83,339.0151021641178,-0.7664207988203121,2.4228099999999992,270.0
13096,415,48,119,84,340.3461759419467,-0.7664207988203121,2.4228099999999992,280.0
13097,416,48,117,85,344.6044507460049,-0.7664207988203121,2.4228099999999992,290.0
13098,413,49,118,84,345.96375653207355,-0.7664207988203121,2.4228099999999992,300.0
13099,408,49,117,84,345.4110812671254,-0.7664207988203121,2.4228099999999992,310.0
13100,404,49,114,84,346.5347919051883,-0.7664207988203121,2.4228099999999992,320.0
13101,399,49,108,82,345.96375653207355,-0.7664207988203121,2.4228099999999992,330.0
13102,393,49,100,82,343.3007557660064,-0.7664207988203121,2.4228099999999992,340.0
13103,386,49,91,81,340.5599651718238,-0.7664207988203121,2.4228099999999992,350.0
13104,414,48,80,79,312.76882539196873,-0.6664207988203121,2.4228099999999992,0.0
13105,417,49,84,80,317.17474411461006,-0.6664207988203121,2.4228099999999992,10.0
13106,420,49,86,82,318.62148470411734,-0.6664207988203121,2.4228099999999992,20.0
13107,423,49,87,82,320.85601358542897,-0.6664207988203121,2.4228099999999992,30.0
13108,425,49,87,84,322.4958576397299,-0.6664207988203121,2.4228099999999992,40.0
13109,419,49,99,84,324.5829447235326,-0.6664207988203121,2.4228099999999992,50.0
13110,414,49,109,84,198.43494882292202,-0.6664207988203121,2.4228099999999992,60.0
13111,408,48,117,85,197.9044475062482,-0.6664207988203121,2.4228099999999992,70.0
13112,403,48,121,84,195.3955492539951,-0.6664207988203121,2.4228099999999992,80.0
13113,399,48,122,84,195.3955492539951,-0.6664207988203121,2.4228099999999992,90.0
13114,395,47,120,82,195.8323866204222,-0.6664207988203121,2.4228099999999992,100.0
13115,396,47,124,83,195.8323866204222,-0.6664207988203121,2.4228099999999992,110.0
13116,398,48,127,85,196.69924423399362,-0.6664207988203121,2.4228099999999992,120.0
13117,402,49,128,87,198.6767017321901,-0.6664207988203121,2.4228099999999992,130.0
13118,406,50,123,89,205.52969799053304,-0.6664207988203121,2.4228099999999992,140.0
13119,411,51,116,90,210.14138555207532,-0.6664207988203121,2.4228099999999992,150.0
13120,416,52,105,91,216.52885536698517,-0.6664207988203121,2.4228099999999992,160.0
13121,422,53,90,92,232.94347181059044,-0.6664207988203121,2.4228099999999992,170.0
13122,422,53,83,92,248.00887008282285,-0.6664207988203121,2.4228099999999992,180.0
