Image,Center_X,Center_Y,Width,Height,x_position,y_position
2511,562,81,124,44,-0.18174347281455994,2.6848764419555664
2512,563,77,122,42,-0.18174347281455994,2.7348763942718506
2513,563,73,119,42,-0.18174347281455994,2.7848763465881348
2514,564,69,118,41,-0.18174347281455994,2.834876537322998
2515,565,65,116,39,-0.18174347281455994,2.8848764896392822
2516,566,62,114,38,-0.18174347281455994,2.9348764419555664
2517,566,59,113,38,-0.18174347281455994,2.9848763942718506
2518,567,55,111,37,-0.18174347281455994,3.0348763465881348
2519,568,52,110,36,-0.18174347281455994,3.084876537322998
2520,569,48,108,35,-0.18174347281455994,3.1348764896392822
2521,569,45,107,35,-0.18174347281455994,3.1848764419555664
2522,570,43,105,34,-0.18174347281455994,3.2348763942718506
2523,570,39,103,33,-0.18174347281455994,3.2848763465881348
2524,571,37,102,32,-0.18174347281455994,3.334876537322998
2525,572,34,100,32,-0.18174347281455994,3.3848764896392822
2526,572,31,99,31,-0.18174347281455994,3.4348764419555664
2527,573,28,98,31,-0.18174347281455994,3.4848763942718506
2528,573,26,97,30,-0.18174347281455994,3.5348763465881348
2529,574,24,96,30,-0.18174347281455994,3.584876537322998
2530,575,21,94,29,-0.18174347281455994,3.6348764896392822
2531,575,19,93,28,-0.18174347281455994,3.6848764419555664
2532,576,17,92,28,-0.18174347281455994,3.7348763942718506
2533,576,14,91,27,-0.18174347281455994,3.7848763465881348
2534,577,13,90,26,-0.18174347281455994,3.834876537322998
2535,577,11,89,23,-0.18174347281455994,3.8848764896392822
2536,577,10,87,21,-0.18174347281455994,3.9348764419555664
2537,578,9,86,19,-0.18174347281455994,3.9848763942718506
2538,578,8,85,17,-0.18174347281455994,4.034876346588135
2539,579,7,84,14,-0.18174347281455994,4.084876537322998
2540,579,6,84,12,-0.18174347281455994,4.134876251220703
2541,579,5,82,10,-0.18174347281455994,4.184876441955566
2542,579,4,79,8,-0.18174347281455994,4.23487663269043
2543,579,3,74,6,-0.18174347281455994,4.284876346588135
2544,485,624,433,191,-0.13174347579479218,0.5348764061927795
2545,492,608,410,223,-0.13174347579479218,0.5848764181137085
2546,499,594,388,252,-0.13174347579479218,0.6348764300346375
2547,505,578,368,272,-0.13174347579479218,0.6848764419555664
2548,510,542,351,250,-0.13174347579479218,0.7348764538764954
2549,515,509,335,229,-0.13174347579479218,0.7848764061927795
2550,519,480,321,212,-0.13174347579479218,0.8348764181137085
2551,523,452,307,197,-0.13174347579479218,0.8848764300346375
2552,527,427,295,183,-0.13174347579479218,0.9348764419555664
2553,531,404,284,171,-0.13174347579479218,0.9848764538764954
2554,534,383,273,160,-0.13174347579479218,1.0348764657974243
2555,537,363,264,151,-0.13174347579479218,1.0848764181137085
2556,540,345,254,142,-0.13174347579479218,1.1348763704299927
2557,542,328,246,134,-0.13174347579479218,1.1848764419555664
2558,545,312,238,126,-0.13174347579479218,1.2348763942718506
2559,547,297,230,120,-0.13174347579479218,1.2848764657974243
2560,549,283,224,114,-0.13174347579479218,1.3348764181137085
2561,551,270,218,108,-0.13174347579479218,1.3848763704299927
2562,553,257,212,103,-0.13174347579479218,1.4348764419555664
2563,554,245,205,99,-0.13174347579479218,1.4848763942718506
2564,556,234,200,94,-0.13174347579479218,1.5348764657974243
2565,558,224,194,90,-0.13174347579479218,1.5848764181137085
2566,559,214,189,86,-0.13174347579479218,1.6348763704299927
2567,560,204,185,83,-0.13174347579479218,1.6848764419555664
2568,562,195,180,79,-0.13174347579479218,1.7348763942718506
2569,563,186,177,77,-0.13174347579479218,1.7848764657974243
2570,565,178,172,73,-0.13174347579479218,1.8348764181137085
2571,566,170,168,71,-0.13174347579479218,1.8848763704299927
2572,567,163,164,68,-0.13174347579479218,1.9348764419555664
2573,568,156,162,66,-0.13174347579479218,1.9848763942718506
2574,569,149,158,64,-0.13174347579479218,2.0348763465881348
2575,570,142,154,61,-0.13174347579479218,2.084876537322998
2576,571,136,152,60,-0.13174347579479218,2.1348764896392822
2577,572,130,148,58,-0.13174347579479218,2.1848764419555664
2578,572,124,145,56,-0.13174347579479218,2.2348763942718506
2579,573,118,143,55,-0.13174347579479218,2.2848763465881348
2580,574,113,140,53,-0.13174347579479218,2.334876537322998
2581,575,108,138,52,-0.13174347579479218,2.3848764896392822
2582,575,103,135,50,-0.13174347579479218,2.4348764419555664
2583,576,98,133,49,-0.13174347579479218,2.4848763942718506
2584,577,93,130,47,-0.13174347579479218,2.5348763465881348
2585,578,89,128,46,-0.13174347579479218,2.584876537322998
2586,578,84,125,45,-0.13174347579479218,2.6348764896392822
2587,579,80,124,43,-0.13174347579479218,2.6848764419555664
2588,580,76,122,43,-0.13174347579479218,2.7348763942718506
2589,580,72,120,41,-0.13174347579479218,2.7848763465881348
2590,581,68,118,41,-0.13174347579479218,2.834876537322998
2591,581,65,116,40,-0.13174347579479218,2.8848764896392822
2592,582,61,114,39,-0.13174347579479218,2.9348764419555664
2593,582,58,113,38,-0.13174347579479218,2.9848763942718506
2594,583,54,110,37,-0.13174347579479218,3.0348763465881348
2595,583,51,109,36,-0.13174347579479218,3.084876537322998
2596,584,48,108,36,-0.13174347579479218,3.1348764896392822
2597,584,45,106,34,-0.13174347579479218,3.1848764419555664
2598,584,42,105,34,-0.13174347579479218,3.2348763942718506
2599,585,39,103,33,-0.13174347579479218,3.2848763465881348
2600,586,36,102,33,-0.13174347579479218,3.334876537322998
2601,586,34,100,32,-0.13174347579479218,3.3848764896392822
2602,586,31,99,32,-0.13174347579479218,3.4348764419555664
2603,587,28,98,31,-0.13174347579479218,3.4848763942718506
2604,587,26,97,30,-0.13174347579479218,3.5348763465881348
2605,587,23,95,30,-0.13174347579479218,3.584876537322998
2606,588,20,94,29,-0.13174347579479218,3.6348764896392822
2607,588,18,93,29,-0.13174347579479218,3.6848764419555664
2608,589,16,92,28,-0.13174347579479218,3.7348763942718506
2609,589,14,90,28,-0.13174347579479218,3.7848763465881348
2610,589,12,90,25,-0.13174347579479218,3.834876537322998
2611,589,11,89,23,-0.13174347579479218,3.8848764896392822
2612,590,10,88,21,-0.13174347579479218,3.9348764419555664
2613,590,9,87,18,-0.13174347579479218,3.9848763942718506
2614,590,8,85,16,-0.13174347579479218,4.034876346588135
2615,591,7,84,14,-0.13174347579479218,4.084876537322998
2616,591,6,84,12,-0.13174347579479218,4.134876251220703
2617,591,5,82,10,-0.13174347579479218,4.184876441955566
2618,591,4,78,8,-0.13174347579479218,4.23487663269043
2619,546,623,431,193,-0.08174347877502441,0.5348764061927795
2620,550,608,407,224,-0.08174347877502441,0.5848764181137085
2621,554,593,386,253,-0.08174347877502441,0.6348764300346375
2622,557,576,367,272,-0.08174347877502441,0.6848764419555664
2623,560,540,350,249,-0.08174347877502441,0.7348764538764954
2624,563,507,334,229,-0.08174347877502441,0.7848764061927795
2625,565,478,319,212,-0.08174347877502441,0.8348764181137085
2626,567,451,306,196,-0.08174347877502441,0.8848764300346375
2627,569,426,294,182,-0.08174347877502441,0.9348764419555664
2628,571,403,283,170,-0.08174347877502441,0.9848764538764954
2629,573,382,272,160,-0.08174347877502441,1.0348764657974243
2630,574,362,263,150,-0.08174347877502441,1.0848764181137085
2631,576,343,254,141,-0.08174347877502441,1.1348763704299927
2632,577,326,246,133,-0.08174347877502441,1.1848764419555664
2633,578,311,237,126,-0.08174347877502441,1.2348763942718506
2634,579,296,231,120,-0.08174347877502441,1.2848764657974243
2635,580,282,223,114,-0.08174347877502441,1.3348764181137085
2636,581,269,217,108,-0.08174347877502441,1.3848763704299927
2637,582,256,211,103,-0.08174347877502441,1.4348764419555664
2638,583,244,205,99,-0.08174347877502441,1.4848763942718506
2639,584,233,199,94,-0.08174347877502441,1.5348764657974243
2640,585,223,194,90,-0.08174347877502441,1.5848764181137085
2641,586,213,190,86,-0.08174347877502441,1.6348763704299927
2642,587,203,184,83,-0.08174347877502441,1.6848764419555664
2643,587,194,181,79,-0.08174347877502441,1.7348763942718506
2644,588,186,176,76,-0.08174347877502441,1.7848764657974243
2645,589,177,172,73,-0.08174347877502441,1.8348764181137085
2646,589,169,169,71,-0.08174347877502441,1.8848763704299927
2647,590,162,164,68,-0.08174347877502441,1.9348764419555664
2648,590,155,161,66,-0.08174347877502441,1.9848763942718506
2649,591,148,158,64,-0.08174347877502441,2.0348763465881348
2650,592,142,154,62,-0.08174347877502441,2.084876537322998
2651,592,135,151,59,-0.08174347877502441,2.1348764896392822
2652,593,129,148,58,-0.08174347877502441,2.1848764419555664
2653,593,124,145,56,-0.08174347877502441,2.2348763942718506
2654,593,118,143,54,-0.08174347877502441,2.2848763465881348
2655,594,112,140,53,-0.08174347877502441,2.334876537322998
2656,594,107,137,51,-0.08174347877502441,2.3848764896392822
2657,594,102,135,50,-0.08174347877502441,2.4348764419555664
2658,595,97,132,49,-0.08174347877502441,2.4848763942718506
2659,595,93,131,48,-0.08174347877502441,2.5348763465881348
2660,596,88,128,46,-0.08174347877502441,2.584876537322998
2661,596,84,126,45,-0.08174347877502441,2.6348764896392822
2662,596,80,123,44,-0.08174347877502441,2.6848764419555664
2663,597,76,122,42,-0.08174347877502441,2.7348763942718506
2664,597,72,120,42,-0.08174347877502441,2.7848763465881348
2665,597,68,117,40,-0.08174347877502441,2.834876537322998
2666,598,64,116,39,-0.08174347877502441,2.8848764896392822
2667,598,61,114,38,-0.08174347877502441,2.9348764419555664
2668,598,57,113,37,-0.08174347877502441,2.9848763942718506
2669,598,54,111,37,-0.08174347877502441,3.0348763465881348
2670,598,51,109,36,-0.08174347877502441,3.084876537322998
2671,599,47,108,35,-0.08174347877502441,3.1348764896392822
2672,599,44,106,35,-0.08174347877502441,3.1848764419555664
2673,599,42,105,34,-0.08174347877502441,3.2348763942718506
2674,599,38,103,33,-0.08174347877502441,3.2848763465881348
2675,600,36,102,32,-0.08174347877502441,3.334876537322998
2676,600,33,100,32,-0.08174347877502441,3.3848764896392822
2677,600,30,99,31,-0.08174347877502441,3.4348764419555664
2678,601,27,98,31,-0.08174347877502441,3.4848763942718506
2679,601,25,96,30,-0.08174347877502441,3.5348763465881348
2680,601,23,96,30,-0.08174347877502441,3.584876537322998
2681,601,20,94,29,-0.08174347877502441,3.6348764896392822
2682,601,18,93,28,-0.08174347877502441,3.6848764419555664
2683,601,16,91,28,-0.08174347877502441,3.7348763942718506
2684,601,13,91,27,-0.08174347877502441,3.7848763465881348
2685,602,12,90,25,-0.08174347877502441,3.834876537322998
2686,602,11,88,23,-0.08174347877502441,3.8848764896392822
2687,602,10,87,20,-0.08174347877502441,3.9348764419555664
2688,602,9,87,18,-0.08174347877502441,3.9848763942718506
2689,602,8,85,16,-0.08174347877502441,4.034876346588135
2690,602,7,85,14,-0.08174347877502441,4.084876537322998
2691,602,6,83,12,-0.08174347877502441,4.134876251220703
2692,602,4,81,9,-0.08174347877502441,4.184876441955566
2693,602,3,78,7,-0.08174347877502441,4.23487663269043
2694,608,622,430,195,-0.031743478029966354,0.5348764061927795
2695,609,607,406,226,-0.031743478029966354,0.5848764181137085
2696,609,592,385,255,-0.031743478029966354,0.6348764300346375
2697,610,574,366,271,-0.031743478029966354,0.6848764419555664
2698,610,538,348,248,-0.031743478029966354,0.7348764538764954
2699,610,506,333,228,-0.031743478029966354,0.7848764061927795
2700,610,476,319,211,-0.031743478029966354,0.8348764181137085
2701,611,449,306,196,-0.031743478029966354,0.8848764300346375
2702,611,424,294,182,-0.031743478029966354,0.9348764419555664
2703,611,401,282,171,-0.031743478029966354,0.9848764538764954
2704,611,380,272,159,-0.031743478029966354,1.0348764657974243
2705,611,361,263,150,-0.031743478029966354,1.0848764181137085
2706,612,342,254,141,-0.031743478029966354,1.1348763704299927
2707,611,325,245,133,-0.031743478029966354,1.1848764419555664
2708,612,310,238,126,-0.031743478029966354,1.2348763942718506
2709,612,294,230,119,-0.031743478029966354,1.2848764657974243
2710,612,280,223,113,-0.031743478029966354,1.3348764181137085
2711,612,267,217,107,-0.031743478029966354,1.3848763704299927
2712,612,255,211,102,-0.031743478029966354,1.4348764419555664
2713,612,243,205,98,-0.031743478029966354,1.4848763942718506
2714,612,232,199,93,-0.031743478029966354,1.5348764657974243
2715,613,222,194,90,-0.031743478029966354,1.5848764181137085
2716,613,212,190,86,-0.031743478029966354,1.6348763704299927
2717,613,202,184,83,-0.031743478029966354,1.6848764419555664
2718,613,193,180,79,-0.031743478029966354,1.7348763942718506
2719,613,185,176,76,-0.031743478029966354,1.7848764657974243
2720,613,176,172,73,-0.031743478029966354,1.8348764181137085
2721,613,169,168,70,-0.031743478029966354,1.8848763704299927
2722,613,161,164,69,-0.031743478029966354,1.9348764419555664
2723,613,154,161,66,-0.031743478029966354,1.9848763942718506
2724,613,147,157,63,-0.031743478029966354,2.0348763465881348
2725,613,141,155,62,-0.031743478029966354,2.084876537322998
2726,613,134,151,59,-0.031743478029966354,2.1348764896392822
2727,614,128,148,57,-0.031743478029966354,2.1848764419555664
2728,613,123,145,56,-0.031743478029966354,2.2348763942718506
2729,613,117,143,54,-0.031743478029966354,2.2848763465881348
2730,614,112,140,52,-0.031743478029966354,2.334876537322998
2731,613,106,137,51,-0.031743478029966354,2.3848764896392822
2732,613,102,135,50,-0.031743478029966354,2.4348764419555664
2733,614,97,132,48,-0.031743478029966354,2.4848763942718506
2734,614,92,130,47,-0.031743478029966354,2.5348763465881348
2735,614,88,128,46,-0.031743478029966354,2.584876537322998
2736,614,83,126,45,-0.031743478029966354,2.6348764896392822
2737,614,79,124,43,-0.031743478029966354,2.6848764419555664
2738,614,75,122,43,-0.031743478029966354,2.7348763942718506
2739,614,71,120,41,-0.031743478029966354,2.7848763465881348
2740,614,67,118,41,-0.031743478029966354,2.834876537322998
2741,614,64,116,40,-0.031743478029966354,2.8848764896392822
2742,614,60,114,39,-0.031743478029966354,2.9348764419555664
2743,614,57,112,38,-0.031743478029966354,2.9848763942718506
2744,614,53,111,37,-0.031743478029966354,3.0348763465881348
2745,614,50,109,36,-0.031743478029966354,3.084876537322998
2746,614,47,108,36,-0.031743478029966354,3.1348764896392822
2747,614,44,106,34,-0.031743478029966354,3.1848764419555664
2748,614,41,105,34,-0.031743478029966354,3.2348763942718506
2749,614,38,103,33,-0.031743478029966354,3.2848763465881348
2750,614,35,102,33,-0.031743478029966354,3.334876537322998
2751,614,33,101,32,-0.031743478029966354,3.3848764896392822
2752,614,30,99,32,-0.031743478029966354,3.4348764419555664
2753,614,27,97,31,-0.031743478029966354,3.4848763942718506
2754,614,25,97,30,-0.031743478029966354,3.5348763465881348
2755,614,22,95,29,-0.031743478029966354,3.584876537322998
2756,614,19,95,29,-0.031743478029966354,3.6348764896392822
2757,614,17,93,29,-0.031743478029966354,3.6848764419555664
2758,614,15,91,28,-0.031743478029966354,3.7348763942718506
2759,614,13,91,27,-0.031743478029966354,3.7848763465881348
2760,614,12,89,24,-0.031743478029966354,3.834876537322998
2761,614,11,89,22,-0.031743478029966354,3.8848764896392822
2762,614,10,87,20,-0.031743478029966354,3.9348764419555664
2763,614,9,87,18,-0.031743478029966354,3.9848763942718506
2764,614,7,85,15,-0.031743478029966354,4.034876346588135
2765,614,6,85,13,-0.031743478029966354,4.084876537322998
2766,614,5,83,11,-0.031743478029966354,4.134876251220703
2767,614,4,80,9,-0.031743478029966354,4.184876441955566
2768,613,3,77,7,-0.031743478029966354,4.23487663269043
2769,670,622,430,196,0.018256520852446556,0.5348764061927795
2770,667,606,406,228,0.018256520852446556,0.5848764181137085
2771,664,591,385,257,0.018256520852446556,0.6348764300346375
2772,662,572,366,270,0.018256520852446556,0.6848764419555664
2773,659,536,349,247,0.018256520852446556,0.7348764538764954
2774,657,504,333,228,0.018256520852446556,0.7848764061927795
2775,656,474,318,211,0.018256520852446556,0.8348764181137085
2776,654,447,306,195,0.018256520852446556,0.8848764300346375
2777,652,423,293,182,0.018256520852446556,0.9348764419555664
2778,651,400,283,170,0.018256520852446556,0.9848764538764954
2779,650,379,272,158,0.018256520852446556,1.0348764657974243
2780,649,359,262,149,0.018256520852446556,1.0848764181137085
2781,647,341,253,141,0.018256520852446556,1.1348763704299927
2782,646,324,245,133,0.018256520852446556,1.1848764419555664
2783,645,308,237,125,0.018256520852446556,1.2348763942718506
2784,645,293,230,119,0.018256520852446556,1.2848764657974243
2785,643,279,223,113,0.018256520852446556,1.3348764181137085
2786,643,266,216,107,0.018256520852446556,1.3848763704299927
2787,642,254,211,102,0.018256520852446556,1.4348764419555664
2788,641,242,205,97,0.018256520852446556,1.4848763942718506
2789,641,231,200,93,0.018256520852446556,1.5348764657974243
2790,640,221,194,90,0.018256520852446556,1.5848764181137085
2791,639,211,189,86,0.018256520852446556,1.6348763704299927
2792,639,201,184,83,0.018256520852446556,1.6848764419555664
2793,638,192,181,79,0.018256520852446556,1.7348763942718506
2794,638,184,176,76,0.018256520852446556,1.7848764657974243
2795,637,175,171,73,0.018256520852446556,1.8348764181137085
2796,637,168,168,70,0.018256520852446556,1.8848763704299927
2797,636,161,165,68,0.018256520852446556,1.9348764419555664
2798,636,153,160,65,0.018256520852446556,1.9848763942718506
2799,635,146,157,63,0.018256520852446556,2.0348763465881348
2800,635,140,154,62,0.018256520852446556,2.084876537322998
2801,634,134,151,60,0.018256520852446556,2.1348764896392822
2802,634,128,148,58,0.018256520852446556,2.1848764419555664
2803,634,122,145,56,0.018256520852446556,2.2348763942718506
2804,634,116,142,55,0.018256520852446556,2.2848763465881348
2805,633,111,139,53,0.018256520852446556,2.334876537322998
2806,633,106,137,52,0.018256520852446556,2.3848764896392822
2807,632,101,135,50,0.018256520852446556,2.4348764419555664
2808,632,96,133,48,0.018256520852446556,2.4848763942718506
2809,632,91,130,47,0.018256520852446556,2.5348763465881348
2810,632,87,128,46,0.018256520852446556,2.584876537322998
2811,631,83,125,44,0.018256520852446556,2.6348764896392822
2812,631,78,123,43,0.018256520852446556,2.6848764419555664
2813,631,74,122,43,0.018256520852446556,2.7348763942718506
2814,631,71,120,42,0.018256520852446556,2.7848763465881348
2815,631,67,118,40,0.018256520852446556,2.834876537322998
2816,630,63,116,39,0.018256520852446556,2.8848764896392822
2817,630,59,114,39,0.018256520852446556,2.9348764419555664
2818,630,56,112,38,0.018256520852446556,2.9848763942718506
2819,629,53,111,36,0.018256520852446556,3.0348763465881348
2820,629,50,109,36,0.018256520852446556,3.084876537322998
2821,629,46,107,35,0.018256520852446556,3.1348764896392822
2822,629,43,106,35,0.018256520852446556,3.1848764419555664
2823,629,41,104,34,0.018256520852446556,3.2348763942718506
2824,628,37,103,33,0.018256520852446556,3.2848763465881348
2825,629,35,102,32,0.018256520852446556,3.334876537322998
2826,628,32,101,32,0.018256520852446556,3.3848764896392822
2827,628,29,99,31,0.018256520852446556,3.4348764419555664
2828,628,27,98,30,0.018256520852446556,3.4848763942718506
2829,628,24,96,30,0.018256520852446556,3.5348763465881348
2830,628,22,96,30,0.018256520852446556,3.584876537322998
2831,628,19,94,29,0.018256520852446556,3.6348764896392822
2832,627,17,93,28,0.018256520852446556,3.6848764419555664
2833,627,15,91,28,0.018256520852446556,3.7348763942718506
2834,627,13,91,26,0.018256520852446556,3.7848763465881348
2835,627,12,90,24,0.018256520852446556,3.834876537322998
2836,627,11,88,22,0.018256520852446556,3.8848764896392822
2837,627,9,88,19,0.018256520852446556,3.9348764419555664
2838,627,8,86,17,0.018256520852446556,3.9848763942718506
2839,626,7,85,15,0.018256520852446556,4.034876346588135
2840,626,6,85,13,0.018256520852446556,4.084876537322998
2841,626,5,82,11,0.018256520852446556,4.134876251220703
2842,626,4,80,9,0.018256520852446556,4.184876441955566
2843,625,3,76,7,0.018256520852446556,4.23487663269043
2844,732,621,432,198,0.06825651973485947,0.5348764061927795
2845,725,605,408,230,0.06825651973485947,0.5848764181137085
2846,719,591,387,258,0.06825651973485947,0.6348764300346375
2847,714,570,367,270,0.06825651973485947,0.6848764419555664
2848,709,534,349,247,0.06825651973485947,0.7348764538764954
2849,705,502,334,227,0.06825651973485947,0.7848764061927795
2850,701,473,319,210,0.06825651973485947,0.8348764181137085
2851,698,446,306,194,0.06825651973485947,0.8848764300346375
2852,694,421,294,181,0.06825651973485947,0.9348764419555664
2853,691,398,283,169,0.06825651973485947,0.9848764538764954
2854,688,377,273,159,0.06825651973485947,1.0348764657974243
2855,686,358,262,149,0.06825651973485947,1.0848764181137085
2856,683,340,253,140,0.06825651973485947,1.1348763704299927
2857,681,323,245,132,0.06825651973485947,1.1848764419555664
2858,679,307,238,125,0.06825651973485947,1.2348763942718506
2859,677,292,230,119,0.06825651973485947,1.2848764657974243
2860,675,278,223,113,0.06825651973485947,1.3348764181137085
2861,673,265,217,107,0.06825651973485947,1.3848763704299927
2862,672,253,210,102,0.06825651973485947,1.4348764419555664
2863,670,241,205,97,0.06825651973485947,1.4848763942718506
2864,669,230,200,93,0.06825651973485947,1.5348764657974243
2865,668,220,194,90,0.06825651973485947,1.5848764181137085
2866,666,210,189,86,0.06825651973485947,1.6348763704299927
2867,665,201,184,82,0.06825651973485947,1.6848764419555664
2868,664,191,180,79,0.06825651973485947,1.7348763942718506
2869,663,183,176,76,0.06825651973485947,1.7848764657974243
2870,662,175,172,74,0.06825651973485947,1.8348764181137085
2871,661,167,168,70,0.06825651973485947,1.8848763704299927
2872,659,160,165,68,0.06825651973485947,1.9348764419555664
2873,658,153,161,66,0.06825651973485947,1.9848763942718506
2874,658,146,158,64,0.06825651973485947,2.0348763465881348
2875,657,139,154,61,0.06825651973485947,2.084876537322998
2876,656,133,151,60,0.06825651973485947,2.1348764896392822
2877,655,127,148,58,0.06825651973485947,2.1848764419555664
2878,654,121,145,55,0.06825651973485947,2.2348763942718506
2879,654,116,142,54,0.06825651973485947,2.2848763465881348
2880,653,110,140,53,0.06825651973485947,2.334876537322998
2881,652,105,137,51,0.06825651973485947,2.3848764896392822
2882,651,100,135,49,0.06825651973485947,2.4348764419555664
2883,651,96,132,48,0.06825651973485947,2.4848763942718506
2884,650,91,131,47,0.06825651973485947,2.5348763465881348
2885,650,86,128,45,0.06825651973485947,2.584876537322998
2886,649,82,125,45,0.06825651973485947,2.6348764896392822
2887,649,78,124,44,0.06825651973485947,2.6848764419555664
2888,648,74,122,42,0.06825651973485947,2.7348763942718506
2889,648,70,120,41,0.06825651973485947,2.7848763465881348
2890,647,66,118,41,0.06825651973485947,2.834876537322998
2891,647,63,116,40,0.06825651973485947,2.8848764896392822
2892,646,59,114,39,0.06825651973485947,2.9348764419555664
2893,646,56,112,38,0.06825651973485947,2.9848763942718506
2894,645,52,111,37,0.06825651973485947,3.0348763465881348
2895,645,49,110,36,0.06825651973485947,3.084876537322998
2896,644,46,107,36,0.06825651973485947,3.1348764896392822
2897,644,43,106,34,0.06825651973485947,3.1848764419555664
2898,643,40,105,34,0.06825651973485947,3.2348763942718506
2899,643,37,103,33,0.06825651973485947,3.2848763465881348
2900,643,34,102,33,0.06825651973485947,3.334876537322998
2901,642,32,101,32,0.06825651973485947,3.3848764896392822
2902,642,29,99,32,0.06825651973485947,3.4348764419555664
2903,642,26,98,31,0.06825651973485947,3.4848763942718506
2904,641,24,97,30,0.06825651973485947,3.5348763465881348
2905,641,21,95,29,0.06825651973485947,3.584876537322998
2906,641,19,94,29,0.06825651973485947,3.6348764896392822
2907,640,16,93,29,0.06825651973485947,3.6848764419555664
2908,640,14,92,28,0.06825651973485947,3.7348763942718506
2909,640,13,90,26,0.06825651973485947,3.7848763465881348
2910,640,12,90,24,0.06825651973485947,3.834876537322998
2911,639,10,89,21,0.06825651973485947,3.8848764896392822
2912,639,9,88,19,0.06825651973485947,3.9348764419555664
2913,639,8,86,17,0.06825651973485947,3.9848763942718506
2914,638,7,85,14,0.06825651973485947,4.034876346588135
2915,638,6,84,12,0.06825651973485947,4.084876537322998
2916,638,5,82,10,0.06825651973485947,4.134876251220703
2917,637,4,80,8,0.06825651973485947,4.184876441955566
2918,636,3,75,6,0.06825651973485947,4.23487663269043
2919,793,620,435,200,0.11825652420520782,0.5348764061927795
2920,783,604,411,232,0.11825652420520782,0.5848764181137085
2921,774,590,389,260,0.11825652420520782,0.6348764300346375
2922,766,568,369,269,0.11825652420520782,0.6848764419555664
2923,759,532,352,247,0.11825652420520782,0.7348764538764954
2924,752,500,335,227,0.11825652420520782,0.7848764061927795
2925,746,471,321,210,0.11825652420520782,0.8348764181137085
2926,741,444,308,195,0.11825652420520782,0.8848764300346375
2927,736,419,295,181,0.11825652420520782,0.9348764419555664
2928,731,397,283,169,0.11825652420520782,0.9848764538764954
2929,727,376,273,158,0.11825652420520782,1.0348764657974243
2930,723,356,264,149,0.11825652420520782,1.0848764181137085
2931,719,339,255,140,0.11825652420520782,1.1348763704299927
2932,716,322,246,132,0.11825652420520782,1.1848764419555664
2933,713,306,238,126,0.11825652420520782,1.2348763942718506
2934,709,291,231,118,0.11825652420520782,1.2848764657974243
2935,707,277,224,113,0.11825652420520782,1.3348764181137085
2936,704,264,217,107,0.11825652420520782,1.3848763704299927
2937,701,252,211,102,0.11825652420520782,1.4348764419555664
2938,699,240,205,97,0.11825652420520782,1.4848763942718506
2939,697,229,200,93,0.11825652420520782,1.5348764657974243
2940,695,218,194,89,0.11825652420520782,1.5848764181137085
2941,693,209,190,86,0.11825652420520782,1.6348763704299927
2942,691,200,185,82,0.11825652420520782,1.6848764419555664
2943,689,190,180,79,0.11825652420520782,1.7348763942718506
2944,687,182,177,76,0.11825652420520782,1.7848764657974243
2945,686,174,172,73,0.11825652420520782,1.8348764181137085
2946,684,166,168,71,0.11825652420520782,1.8848763704299927
2947,683,159,164,68,0.11825652420520782,1.9348764419555664
2948,681,152,161,66,0.11825652420520782,1.9848763942718506
2949,680,145,158,63,0.11825652420520782,2.0348763465881348
2950,679,138,154,61,0.11825652420520782,2.084876537322998
2951,677,132,151,59,0.11825652420520782,2.1348764896392822
2952,676,126,148,57,0.11825652420520782,2.1848764419555664
2953,675,121,146,56,0.11825652420520782,2.2348763942718506
2954,674,115,142,54,0.11825652420520782,2.2848763465881348
2955,673,110,140,52,0.11825652420520782,2.334876537322998
2956,671,104,137,51,0.11825652420520782,2.3848764896392822
2957,670,100,135,50,0.11825652420520782,2.4348764419555664
2958,670,95,132,48,0.11825652420520782,2.4848763942718506
2959,669,90,130,47,0.11825652420520782,2.5348763465881348
2960,668,86,128,46,0.11825652420520782,2.584876537322998
2961,667,81,126,45,0.11825652420520782,2.6348764896392822
2962,666,77,124,43,0.11825652420520782,2.6848764419555664
2963,665,73,121,43,0.11825652420520782,2.7348763942718506
2964,664,69,119,41,0.11825652420520782,2.7848763465881348
2965,664,66,118,40,0.11825652420520782,2.834876537322998
2966,663,62,116,39,0.11825652420520782,2.8848764896392822
2967,662,58,115,39,0.11825652420520782,2.9348764419555664
2968,661,55,113,38,0.11825652420520782,2.9848763942718506
2969,661,52,110,36,0.11825652420520782,3.0348763465881348
2970,660,49,109,36,0.11825652420520782,3.084876537322998
2971,660,45,108,35,0.11825652420520782,3.1348764896392822
2972,659,42,106,35,0.11825652420520782,3.1848764419555664
2973,658,39,105,33,0.11825652420520782,3.2348763942718506
2974,658,36,104,33,0.11825652420520782,3.2848763465881348
2975,657,34,102,32,0.11825652420520782,3.334876537322998
2976,657,31,100,32,0.11825652420520782,3.3848764896392822
2977,656,28,99,31,0.11825652420520782,3.4348764419555664
2978,656,26,98,30,0.11825652420520782,3.4848763942718506
2979,655,23,96,30,0.11825652420520782,3.5348763465881348
2980,654,21,95,30,0.11825652420520782,3.584876537322998
2981,654,18,94,29,0.11825652420520782,3.6348764896392822
2982,653,16,93,28,0.11825652420520782,3.6848764419555664
2983,653,14,92,28,0.11825652420520782,3.7348763942718506
2984,653,12,90,25,0.11825652420520782,3.7848763465881348
2985,652,11,89,23,0.11825652420520782,3.834876537322998
